Sentence,Sentiment,cleaned_Sentence,Encoded_Sentiment,Sentiment_Polarity_Cleaned,Sentiment_Label_Cleaned,Sentiment_Label_Encoded
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,latvia stockmann shopping mall subsidiary finland stockmann plc,1,0.0,neutral,1
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral,finnish investment group neomarkka oyj hel nembv said today buy former production facilities kuitu finland ltd part negotiations option invest specialty cellulose fiber business,1,0.0,neutral,1
"In January September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,january september group net sales continuing operations rose eur mn eur mn corresponding period,2,0.3,positive,2
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM Rakennuskonevuokraamo Oy , would be merged with VTM Rakennuskonevuokraamo Oy .",neutral,simultaneously merger plan another merger plan signed according suomen projektivuokraus oy subsidiary vtm rakennuskonevuokraamo oy would merged vtm rakennuskonevuokraamo oy,1,0.0,neutral,1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",neutral,finnish electronics contract manufacturer scanfil reports net sales eur mn second quarter eur mn year earlier,1,0.0,neutral,1
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive,beyond improved voice capabilities customers streamlined way comply recalls traceability requirements providing competitive advantage,2,0.0,neutral,1
CORRECTED Shire to buy Dyax for about $5.9 bln,positive,corrected shire buy dyax bln,2,0.0,neutral,1
"It also includes the installation of new equipment , training and start up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,also includes installation new equipment training start services well service work shoe press delivered vaahto,1,0.13636363636363635,positive,2
Nokia is also negotiating the product portfolio of the new company .,neutral,nokia also negotiating product portfolio new company,1,0.13636363636363635,positive,2
Glencore slumps 30 percent as debt fears grow,negative,glencore slumps percent debt fears grow,0,0.0,neutral,1
The value of the order is EUR 4mn .,neutral,value order eur mn,1,0.0,neutral,1
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,neutral,company said agreed eurm unsecured credit line lenders,1,0.0,neutral,1
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one year extension option .",neutral,agreement cover monitoring maintenance server capacity service backups one year extension option,1,0.0,neutral,1
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,positive,bbry sierra great cash balance impressive growth ratewould wonderful marriage,2,0.9333333333333332,positive,2
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive,profit taxes period eur eur last year,2,0.0,neutral,1
"Oka specialises in new construction , renovation work of residential and non residential building as well as premises for industrial and logistical use .",neutral,oka specialises new construction renovation work residential non residential building well premises industrial logistical use,1,0.13636363636363635,positive,2
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,neste oil refineries combined crude oil refining capacity approximately barrels day,1,-0.55,negative,0
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,neutral,net sales decreased eur million eur million,1,-0.2,negative,0
"In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral,etteplan turnover eur,1,0.0,neutral,1
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,pretax profit rose eur mn eur mn corresponding period,2,0.6,positive,2
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",neutral,net sales finnish sanoma learning literature finnish media group sanoma decreased january june totalling eur mn eur mn corresponding period,1,-0.2,negative,0
The size of a cider bottle will remain unchanged .,neutral,size cider bottle remain unchanged,1,0.0,neutral,1
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive,finlan listed food industry company hkscan group controlled companies baltics improved revenues eur mn eur mn eur mn year,2,0.0,neutral,1
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,revenue quarter fell percent euro billion compared year earlier,0,0.0,neutral,1
EBIT excluding non recurring items was estimated to increase from 2009 .,positive,ebit excluding non recurring items estimated increase,2,0.0,neutral,1
What we think ?,neutral,think,1,0.0,neutral,1
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,neutral,keith skeoch step david nish quits chief executive standard life,1,0.0,neutral,1
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi directional services for digital television as well as broadband data .",positive,upgrade intended raise network capacity mhz mhz several cities enabling bi directional services digital television well broadband data,2,0.0,neutral,1
No financial details were provided .,neutral,financial details provided,1,0.0,neutral,1
Tesco share price tumbles after negative broker note,negative,tesco share price tumbles negative broker note,0,-0.3,negative,0
"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral,according finnish lnnen tehtaat ceo matti karppinen lnnen tehtaat sold majority feed grain business quickly start look acquisitions,1,0.3333333333333333,positive,2
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,finnish consultancy satama interactive oyj said november jarmo lonnfors took position ceo,1,0.0,neutral,1
"According to the company , the lay offs will be temporary .",neutral,according company lay offs temporary,1,0.0,neutral,1
"Cargo traffic fell 1 % year on year to 8,561 tonnes in September 2009 .",neutral,cargo traffic fell year year tonnes september,1,0.0,neutral,1
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,neutral,rihko started manage raisio benecol business summer heading tobacco company altadis european operations,1,0.0,neutral,1
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral,financial statements interim reports released around finnish time given dates,1,0.0,neutral,1
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral,company supposed deliver machinery veneer mill tomsk region russia,1,0.0,neutral,1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative,building home improvement trade net sales totalled eur mn eur mn year earlier,0,0.0,neutral,1
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral,talks involved food ingredients divisions well group service functions company said,1,0.0,neutral,1
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive,lloyds banking groups share price lifts amid reports bank poised axe hundreds uk jobs,2,0.0,neutral,1
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive,outokumpu finland stainless steel manufacturer plans enter supply agreement indian railways,2,0.2,positive,2
Shire share price under pressure after $32bn Baxalta deal,negative,shire share price pressure bn baxalta deal,0,0.0,neutral,1
"However , he expects banks to provide alternative financing .",positive,however expects banks provide alternative financing,2,0.0,neutral,1
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral,would premature talk dates volume investment procedure said,1,0.0,neutral,1
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral,russian government contribute necessary funds said,1,0.0,neutral,1
We are now in a position to pursue novel clinical candidates going forward . '',positive,position pursue novel clinical candidates going forward,2,0.0,neutral,1
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,neutral,cymed net sales expected amount eur mn,1,-0.05,negative,0
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,operating profit decreased nearly eur mn however,0,-0.15000000000000002,negative,0
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral,following acquisitions panostaja establish new business unit focus heat treatment metals,1,0.06818181818181818,positive,2
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",positive,finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,2,0.0,neutral,1
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,neutral,finnish paints company acquired remaining pct ukraine lgu undisclosed sum,1,0.0,neutral,1
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co operative .,neutral,atria also buy shares kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse propertyfrom itikka co operative,1,0.0,neutral,1
Terms of the acquisition were not disclosed .,neutral,terms acquisition disclosed,1,0.0,neutral,1
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral,combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflows,1,0.16,positive,2
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",neutral,company generates net sales mln euro mln annually employs,1,0.0,neutral,1
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,neutral,rsa insurance hires towergates egan chief financial officer,1,0.0,neutral,1
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive,via move company aims annual savings eur million usd main part expected realized year,2,0.033333333333333326,positive,2
"However , the bottom line result improved thanks to positive financial items .",positive,however bottom line result improved thanks positive financial items,2,0.14242424242424243,positive,2
$NFLX +3% of the lows,positive,nflx lows,2,0.0,neutral,1
NYSE owner ICE may gatecrash Deutsche Boerse LSE merger,negative,nyse owner ice may gatecrash deutsche boerse lse merger,0,0.0,neutral,1
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre based materials .",neutral,ahlstrom headquartered helsinki finland global leader development manufacture marketing high performance fibre based materials,1,0.08,positive,2
$DMND green and moving,positive,dmnd green moving,2,-0.2,negative,0
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",neutral,q profit taxes amounted eur mn eur mn q,1,0.0,neutral,1
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,value kind order amounts usually euro million,1,0.175,positive,2
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,cosmetics collection includes eye shadow face powder lip gloss mascara accessories,1,0.0,neutral,1
The increase range will vary up to 10 % .,neutral,increase range vary,1,0.0,neutral,1
LSE Deutsche Boerse merger would signal end to exchange mega deals,positive,lse deutsche boerse merger would signal end exchange mega deals,2,0.0,neutral,1
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative,operating profit continuing operations fell eur mn eur mn first half,0,0.04166666666666667,positive,2
The company then said it will focus its resources on clinical research .,neutral,company said focus resources clinical research,1,0.0,neutral,1
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,neutral,glaston net profit third quarter dropped mln euro mln mln euro mln corresponding period,1,0.0,neutral,1
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",neutral,tekla structures installation built according microsoft requirements windows certification company added,1,0.0,neutral,1
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,positive,astrazeneca acquires zs pharma billion deal,2,0.0,neutral,1
LONDON MarketWatch    Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,neutral,london marketwatch share prices ended lower london monday rebound bank stocks failed offset broader weakness ftse,1,-0.5,negative,0
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative,kone shares dropped percent xac us helsinki,0,0.0,neutral,1
"In 2007 , Huhtamaki will continue to invest in organic growth .",neutral,huhtamaki continue invest organic growth,1,0.0,neutral,1
"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under banked in the country .",neutral,daily graphic newspaper october reported initiative embarked upon fidelity bank partner ghana post offices across country offer financial services unbanked banked country,1,0.0,neutral,1
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operating finland,1,0.16,positive,2
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral,shares held company number outstanding shares voting rights attached shares amounts thus,1,0.5,positive,2
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",negative,uk stocks little changed near record barclays shell fall,0,-0.04375,negative,0
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,negative,amrn got sell signal still force target,0,0.0,neutral,1
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral,mr mikko saavalainen head comptel global sales concludes gibtelecom provides perfect illustration variety business technical regulatory challenges operators facing oss today,1,0.3333333333333333,positive,2
"ALEXANDRIA , Va. , Oct. 6    United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral,alexandria va oct united states patent issued sept assigned vacon oyj vaasa finland,1,0.0,neutral,1
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi Kalkkuna to produce turkey meat .,positive,finnish food industry companies hk ruokatalo atria form joint venture company called lnsi kalkkuna produce turkey meat,2,0.0,neutral,1
"Its annual capacity is some 10,000 MW .",neutral,annual capacity mw,1,0.0,neutral,1
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",neutral,sp kept sell rating nordea ubs reaffirmed buy recommendations,1,0.0,neutral,1
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,operating profit excluding restructuring costs grew eur million eur million operating profit including restructuring costs showed even larger growth eur million eur million,2,0.0,neutral,1
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,revenue july september grew percent euro billion finnish company said thursday,2,0.0,neutral,1
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,operating profit rose eur mn eur mn corresponding period representing net sales,2,0.3,positive,2
$KCG bot at 2.24,positive,kcg bot,2,0.0,neutral,1
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,finland bank land reports operating profit fell eur mn second quarter eur mn second quarter,0,0.0,neutral,1
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",neutral,separate announcement helsinki stock exchange atria revealed company third quarter profits declined eur third quarter last year eur year q,1,0.0,neutral,1
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,positive,finnish group anticipates sales gain eurm tax expenses,2,0.0,neutral,1
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007   August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,operating loss pulp paper machinery unit eur mn september august compared profit eur mn year earlier,0,0.0,neutral,1
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,baltic countries sales fell russia terms euros terms local currency,0,0.0,neutral,1
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative,companieskingfisher bid mr bricolage runs trouble,0,-0.2,negative,0
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",neutral,fair value change investment properties eur mn compared eur mn third quarter,1,0.35,positive,2
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive,company plans expand international market subsidiaries distributors onwards,2,0.0,neutral,1
The investment would be some EUR5m .,neutral,investment would eurm,1,0.0,neutral,1
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",positive,according finnish insurance companies tapiola local insurance group lhivakuutus pohjola two fierce storms end july beginning august felled trees around finland speeded sales forest insurance,2,0.0,neutral,1
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,negative,gld closer inspection resistance points north downward trendline chart,0,0.0,neutral,1
In Sweden the agreement covers data communication services as well .,neutral,sweden agreement covers data communication services well,1,0.0,neutral,1
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive,kep breaking market pulls back,2,0.0,neutral,1
"The latest date for registration is on 4 April , 2006 .",neutral,latest date registration april,1,0.5,positive,2
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,neutral,mr skogster currently serves manager responsible abb oy system modules low voltage drives,1,0.06666666666666667,positive,2
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",neutral,pretax profit totaled eur mn eur mn,1,0.0,neutral,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive,rationalization operations seeks achieve eur million yearly savings second quarter current financial year,2,0.0,neutral,1
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,metso delivery include complete coated board line related air systems two winders,1,0.05,positive,2
The reductions will be concluded by autumn 2010 .,neutral,reductions concluded autumn,1,0.0,neutral,1
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral,company also said board directors proposed profit distribution eur per share,1,0.0,neutral,1
$MPWR CEO sells 450k april 15th..meh,negative,mpwr ceo sells k april thmeh,0,0.0,neutral,1
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,please inform ir johanna koskinen participation later april telephone conference financial analysts investors conducted english begin pm finnish time eet,1,0.0,neutral,1
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,positive,bank forecasts finland gdp grow,2,0.0,neutral,1
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative,hlf shorts made killing last couple days might make cover buy back,0,0.0,neutral,1
"ADPnews   Aug 3 , 2009   Finnish media group Ilkka Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,adpnews aug finnish media group ilkka yhtyma oyj hel ilks said today net profit fell year eur million usd first half,0,0.02777777777777778,positive,2
Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,neutral,chief financial officer jim heindlmeyer said beyond oblivion advanced talks four major recording companies service,1,0.15416666666666667,positive,2
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,addition production varpaisj rvi factory stopped beginning april,0,0.0,neutral,1
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral,e building system service revenue eur mln,1,0.0,neutral,1
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,positive,increase net sales due acquisition swedish silva produces garden tools boats,2,-0.0625,negative,0
"Budapest , August 10 MTI   Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",neutral,budapest august mti finnish electronics maker elcoteq lay workers plants pecs hungary end september falling orders communications director elcoteq local unit zoltan krippl told mti monday,1,0.0,neutral,1
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,product range includes marinated olives cold cuts pates example,1,-0.6,negative,0
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral,aldata noted voice supply chain technology approach enables vdw integrate warehouse management systems,1,0.0,neutral,1
NASDAQ listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,nasdaq listed yahoo inc introduced new service enables malaysians take favorite internet content services mobile phones,2,0.3181818181818182,positive,2
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,shares held company group companies number outstanding shares voting rights attached shares thus amounts,1,0.5,positive,2
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,srv also build aqua park wellness area restaurant multifunctional ice arena,1,0.0,neutral,1
"$P bull flag on the daily, earnings on the table tomorrow +/ 12 move.Will straddle this one into earnings..lots of vol guaranteed here",positive,p bull flag daily earnings table tomorrow movewill straddle one earningslots vol guaranteed,2,0.0,neutral,1
Sainsbury sales slip again as price pressures take a toll,negative,sainsbury sales slip price pressures take toll,0,0.0,neutral,1
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",neutral,since association data cover sales figures small local breweries sales imported beer products actual market shares members smaller given report,1,-0.0625,negative,0
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral,deal line etteplan strategy operate partner global customers provide industrial technology design services,1,0.0,neutral,1
"According to HKScan Finland , the plan is to increase J+ñrvi Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,according hkscan finland plan increase jrvi suomen portti net sales eur mn eur mn,2,0.0,neutral,1
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <  large C buying in $BAC in backburner,positive,watch bancostheyre holding relatively well compared broad market xlf bac gs c large c buying bac backburner,2,0.09226190476190477,positive,2
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,divested company part tietoenator business area government manufacturing retail,1,0.0,neutral,1
Rosen was cautious about being too optimistic inregard to the second half of the year .,neutral,rosen cautious optimistic inregard second half year,1,-0.08333333333333333,negative,0
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive,seminar introduced modern clean technologies products financial tools sponsorship programs energy environment projects well potential develop clean energy vietnam,2,0.18666666666666668,positive,2
"In the reporting period , net sales rose by 8 % year on year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008 09 , the effect of which was EUR10 .9 m in the review period .",positive,reporting period net sales rose year year eur due business acquisitions realized first half effect eur review period,2,0.11166666666666666,positive,2
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov on Don .",neutral,apartments yit home may purchased regions russia yit subsidiaries carry activities moscow moscow region st petersburg ekaterinburg kazan rostov,1,0.0,neutral,1
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,positive,bone earnings stocks poised pop,2,0.0,neutral,1
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,finnish kci konecranes raised net sales growth estimate,2,0.0,neutral,1
Spain's Caixabank launches new takeover bid for Banco BPI,positive,spains caixabank launches new takeover bid banco bpi,2,0.13636363636363635,positive,2
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,stock exchange announcement july basware share subscriptions warrants increase share capital total shares subscribed basware warrant program,1,0.0,neutral,1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative,finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales eur mn first quarter per cent smaller corresponding period,0,0.08333333333333333,positive,2
Entertainment One dispels ITV takeover rumours,positive,entertainment one dispels itv takeover rumours,2,0.0,neutral,1
The dividends payable annually shall be deducted from the share subscription price .,neutral,dividends payable annually shall deducted share subscription price,1,0.0,neutral,1
New product launches in Finland will more than double from 2005 .,positive,new product launches finland double,2,0.06818181818181818,positive,2
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,assignment strengthens poyry position international provider engineering project services chemical process industry,2,0.0,neutral,1
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral,customers come following countries uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia liechtenstein,1,0.0,neutral,1
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross country skis .",neutral,alpina sports lebanon new hampshire usa based distributor eg alpina ski shoes skis exel ski poles start ski waxes also peltonen cross country skis,1,0.06818181818181818,positive,2
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure,2,0.0,neutral,1
Reported operating margin was a negative 5.9 % .,negative,reported operating margin negative,0,-0.3,negative,0
The purchase price was not disclosed .,neutral,purchase price disclosed,1,0.0,neutral,1
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,neutral,okmetic expects net sales first half less,1,-0.02083333333333333,negative,0
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,finnish pharmaceuticals company orion net sales rose eur mn first quarter eur mn first quarter,2,0.275,positive,2
The company is well positioned in Brazil and Uruguay .,positive,company well positioned brazil uruguay,2,0.0,neutral,1
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",positive,upside moves volatile mining sector sending anglo american plc aal pm london time,2,0.0,neutral,1
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,neutral,sales per cent finland per cent abroad sales lifted strong growth sales russia lithuania,1,0.4333333333333333,positive,2
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment   That's an impressive bearish move https://t.co/TaJF0cH2qh,negative,fb bearish pattern considering bullish sentiment thats impressive bearish move,0,1.0,positive,2
That would be an increase from estimated sales of 117 million last year .,positive,would increase estimated sales million last year,2,0.0,neutral,1
"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",positive,according seppnen new technology umts solution network building costs one third lower building g networks operating mhz frequency,2,0.06818181818181818,positive,2
To be number one means creating added value for stakeholders in everything we do .,neutral,number one means creating added value stakeholders everything,1,0.0,neutral,1
Number of offers received for this contract is two .,neutral,number offers received contract two,1,0.1,positive,2
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,neutral,donations universities annual general meeting authorized board directors donate max,1,0.05000000000000002,positive,2
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral,expects revenue billion billion compared analyst estimates billion,1,0.0,neutral,1
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive,lse gets hong kong regulatory nod hk firms become lse members,2,0.0,neutral,1
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral,diameter protocol developed according standards ietf rfc ietf rfc,1,0.1,positive,2
Underground parking facilities will also be built on the basement floor .,neutral,underground parking facilities also built basement floor,1,0.0,neutral,1
$DISH weakness continues again. 49.43 area resistance after last week,negative,dish weakness continues area resistance last week,0,0.0,neutral,1
